angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.430059,ztf_000539_zr_c10_q2_match_programid,10328,23.996049265825086,15.996049503438984,24,0.666502062643291,17.168297141923603,9.168297273015236,24,0.38201238637563484,0.032913378519052405,-6.827752123901483,[67 68 69],483.70723785429664,285.2086474,12.9335117,2055.534,2390.733,58334.2146065,58334.298588,0.08212970000022324,285.2085337423862,12.9334669790255,0.018,0.017,0,4313872818646451584,285.20851597531,0.5015,12.93344520515,0.5920,-0.5583,0.5855,-4.022,1.122,-5.057,1.171,0,2.19480e+02,1.43957e+00,19.834880,7.79672e+01,1.34807e+01,20.621609,2.29550e+02,1.37716e+01,18.859726,1.761883,,,0,,,,,
0.059049,ztf_000539_zr_c10_q3_match_programid,29172,55.66033610292419,47.6603360816424,74,0.6440585956978703,30.8297022733416,22.82970218444963,74,0.30850948897904906,4.0559853046685155E-6,-24.83063382958259,[70 71 72 73 74 75],292.35916915281666,285.3893446,12.2296103,1422.151,1811.362,58334.2164583,58334.298588,0.07752320000145119,285.3893352111778,12.2296238958422,0.003,0.003,90,4313751253899593728,285.38932892797,0.1099,12.22958421409,0.1301,0.6486,0.1437,-1.426,0.209,-9.216,0.201,0,1.58452e+03,2.27023e+00,17.688623,5.10330e+02,1.31386e+01,18.581760,1.63756e+03,1.13401e+01,16.726427,1.855333,,,0,,,,,
0.093980,ztf_000539_zr_c10_q3_match_programid,29556,171.50072452261108,163.50072522263974,42,3.892874410062851,83.46529598796755,75.46529669612474,42,1.7967927784791604,7.644508848824375E-20,-88.03542853464353,[80 81 82 83],249.40308898745045,285.3920102,12.2222153,1414.678,1838.217,58334.2256829,58334.298588,0.07013889999507228,285.3920306450407,12.2221985003540,0.003,0.003,90,4313751009053765888,285.39202496345,0.1019,12.22218555099,0.1077,0.0115,0.1090,-1.290,0.203,-3.008,0.194,0,1.97915e+03,1.92684e+00,17.447168,4.33287e+02,9.79280e+00,18.759450,2.42929e+03,1.18947e+01,16.298222,2.461229,,,0,,,,,
1.007442,ztf_000539_zr_c10_q3_match_programid,33712,16.26695912542786,8.266959056169775,7,1.1809941508813964,16.775603209743174,8.775603254699814,7,1.2536576078142592,1.2895870387951642,0.5086440843153142,[36 37 38],208.74773365270306,285.390324,12.1388378,1428.95,2186.918,58333.3043866,58334.298588,0.9932870999982697,285.3900473611126,12.1389096899301,0.012,0.011,90,4313749364080680576,285.39001914891,0.3387,12.13888923187,0.3409,0.9591,0.3719,-6.406,0.748,-4.752,0.724,0,3.25211e+02,1.29576e+00,19.407951,1.28400e+02,1.05293e+01,20.079979,4.24249e+02,7.71540e+00,18.192867,1.887112,,,0,,,,,
1.703620,ztf_000539_zr_c10_q3_match_programid,33712,16.26695912542786,8.266959056169775,7,1.1809941508813964,16.775603209743174,8.775603254699814,7,1.2536576078142592,1.2895870387951642,0.5086440843153142,[36 37 38],208.74773365270306,285.390324,12.1388378,1428.95,2186.918,58333.3043866,58334.298588,0.9932870999982697,285.3899470723313,12.1385408955002,0.001,0.001,90,4313749359784316800,285.38994707233,1.1148,12.13854089550,0.9605,,,,,,,0,1.09959e+02,1.31141e+00,20.585293,,,,,,,,,,0,,,,,
0.135180,ztf_000539_zr_c10_q3_match_programid,36893,31.706131970049803,23.706131808202862,26,0.9117743003154947,18.96083017374194,10.960830132470733,26,0.4215703897104128,0.0017076264764178085,-12.745301796307864,[108 109 110],168.29100900294623,285.358936,12.0722302,1533.509,2371.189,58334.2552083,58334.298588,0.04152780000003986,285.3589196894485,12.0722641941243,0.017,0.016,0,4313652229111983360,285.35890877576,0.4752,12.07224027855,0.5459,-0.7085,0.5205,-2.479,1.060,-5.555,1.117,0,2.04177e+02,1.15193e+00,19.913347,9.09845e+01,1.14274e+01,20.453970,1.94395e+02,1.02121e+01,19.040205,1.413765,,,0,,,,,
0.109892,ztf_000539_zr_c10_q3_match_programid,37181,32.2840995149635,24.284099275688554,23,1.0558304032908068,20.08988814728933,12.08988817654779,23,0.525647312023817,0.0022493686911730483,-12.194211367674171,[141 142 143],85.97027354021029,285.3535014,12.0662412,1556.846,2390.743,58334.2829051,58334.298588,0.013842599997587968,285.3535176161373,12.0662151166569,0.007,0.007,90,4313652190448770560,285.35350556855,0.2401,12.06618162807,0.2571,0.2740,0.2432,-2.736,0.454,-7.778,0.439,0,5.13676e+02,1.55268e+00,18.911644,1.78782e+02,8.79740e+00,19.720577,5.37397e+02,6.87812e+00,17.936182,1.784395,,,0,,,,,
1.559670,ztf_000539_zr_c10_q3_match_programid,42444,216.79167001267913,208.7916731713157,20,10.439583658565784,35.898970028646204,27.89897028202814,20,1.394948514101407,5.243838287202933E-40,-180.89269998403293,[125 126 127 128],1639.7534659845858,285.2624146,11.9487141,1872.355,2809.445,58334.283831,58334.298588,0.011990799997875001,285.2624580031765,11.9482829441666,0.038,0.034,0,4313649308533489792,285.26243608962,1.0459,11.94824129467,1.4733,-2.7487,1.5467,-4.979,2.171,-9.673,2.432,0,1.18611e+02,1.07015e+00,20.503054,6.53096e+01,1.24388e+01,20.813946,1.55829e+02,1.01086e+01,19.280296,1.533649,,,0,,,,,
0.033812,ztf_000539_zr_c10_q3_match_programid,68238,18.291222068481275,10.291222047401016,39,0.26387748839489783,16.26562428879142,8.265624260379038,39,0.2119390835994625,0.36320099604470396,-2.0255977796898534,[43 44 45],129.6663786486199,285.7981679,12.2322258,0.619,1794.771,58334.2053819,58334.298588,0.08951389999856474,285.7981617796376,12.2322330411469,0.002,0.002,0,4313567017002424704,285.79815220494,0.0574,12.23221140989,0.0577,-0.1312,0.0723,-2.173,0.120,-5.024,0.136,0,5.90077e+03,5.04239e+00,16.261095,9.56868e+02,1.52876e+01,17.899258,8.05190e+03,3.04890e+01,14.997174,2.902083,,,0,4294.19,,,,
0.326255,ztf_000539_zr_c10_q3_match_programid,68940,280.91617373994785,272.9161711737578,26,10.4967758143753,83.89336816362143,75.89336841986974,26,2.9189757084565287,1.648319378889523E-43,-197.02280557632642,[40 41 42],2981.320485217788,285.3929801,12.2188154,1410.653,1850.093,58334.2219907,58334.298588,0.07383109999500448,285.3930551665857,12.2188686032085,0.002,0.002,0,4313751013353099136,285.39305516659,1.8304,12.21886860321,2.1124,,,,,,,0,8.36699e+01,1.58012e+00,20.881943,6.07606e+01,1.33519e+01,20.892332,9.20955e+01,5.35309e+00,19.851324,1.041008,,,0,,,,,
0.253578,ztf_000539_zr_c10_q3_match_programid,76685,25.36075668125557,17.36075671153807,26,0.6677214119822334,15.856486852543284,7.856486803744299,26,0.3021725693747807,0.008633244277407675,-9.504269828712285,[ 99 100 101],146.1602350690467,285.3614375,12.0742821,1522.922,2364.656,58334.2441435,58334.298588,0.05260419999831356,285.3614929612139,12.0742371532620,0.006,0.005,90,4313652229111984128,285.36147870271,0.1742,12.07421517231,0.1971,0.4745,0.1897,-3.238,0.356,-5.105,0.344,0,7.69931e+02,2.83634e+00,18.472237,2.44613e+02,8.05432e+00,19.380190,1.04956e+03,1.14565e+01,17.209400,2.170790,,,0,,,,,
1.141040,ztf_000539_zr_c10_q3_match_programid,76685,25.36075668125557,17.36075671153807,26,0.6677214119822334,15.856486852543284,7.856486803744299,26,0.3021725693747807,0.008633244277407675,-9.504269828712285,[ 99 100 101],146.1602350690467,285.3614375,12.0742821,1522.922,2364.656,58334.2441435,58334.298588,0.05260419999831356,285.3611572894367,12.0744414066546,0.019,0.018,90,4313652229140781568,285.36114847889,0.5555,12.07441353718,0.6066,-0.1149,0.5641,-2.001,1.194,-6.473,1.141,0,2.06912e+02,1.42284e+00,19.898903,,,,,,,,,,0,,,,,
0.688165,ztf_000539_zr_c10_q3_match_programid,79619,15.817965297953585,7.817965340971157,28,0.27921304789182705,14.591721302340524,6.591721352218359,28,0.23541861972208425,0.5416571740847795,-1.2262439956130606,[118 119 120],117.79150938685893,285.335742,12.0185303,1616.495,2561.984,58334.2625926,58334.298588,0.0341435999944224,285.3357897055084,12.0187156749609,0.012,0.012,90,4313651400176256640,285.33577175969,0.3561,12.01871160231,0.3669,-0.4594,0.3922,-4.077,0.790,-0.946,0.758,0,3.24594e+02,1.52037e+00,19.410015,1.62779e+02,1.24984e+01,19.822392,4.98449e+02,1.41649e+01,18.017868,1.804524,,,0,,,,,
0.912369,ztf_000539_zr_c10_q3_match_programid,79619,15.817965297953585,7.817965340971157,28,0.27921304789182705,14.591721302340524,6.591721352218359,28,0.23541861972208425,0.5416571740847795,-1.2262439956130606,[118 119 120],117.79150938685893,285.335742,12.0185303,1616.495,2561.984,58334.2625926,58334.298588,0.0341435999944224,285.3357285281011,12.0182772068742,0.018,0.018,90,4313651404477747712,285.33573411184,0.5239,12.01825202779,0.5686,1.1597,0.6345,1.268,1.184,-5.848,1.176,1,2.62157e+02,1.55997e+00,19.641964,1.59374e+02,4.41797e+01,19.845346,5.43591e+02,6.40832e+01,17.923738,1.921608,,,0,,,,,
1.124470,ztf_000539_zr_c10_q3_match_programid,83135,191.84898217772627,183.84898233467374,37,4.968891414450641,66.63764623583901,58.63764603877959,37,1.5848012442913404,6.467014941536999E-28,-125.21133594188726,[115 116 117 118],2794.7183185250915,285.2643987,11.9515886,1863.284,2800.407,58334.2690509,58334.298588,0.026759299995319452,285.2641655400129,11.9513752178374,0.038,0.034,0,4313649308562906112,285.26414697452,0.9996,11.95134588315,1.3708,-2.0681,1.3785,-4.219,2.165,-6.813,2.459,0,9.24244e+01,9.73373e-01,20.773900,7.60212e+01,1.01153e+01,20.649052,1.41607e+02,1.05487e+01,19.384210,1.264841,,,0,,,,,
0.328474,ztf_000539_zr_c10_q3_match_programid,87589,39.172783895105354,31.17278401707982,26,1.1989532314261468,41.29882092905079,33.29882117084736,26,1.280723891186437,2.895096711834131,2.126037033945437,[106 107 108],155.5966159624713,285.7631486,12.7028637,136.877,124.518,58334.2506019,58334.298588,0.046145899999828544,285.7632367240087,12.7028331234782,0.003,0.003,0,4313807702628383104,285.76323197929,0.0837,12.70280937030,0.0995,0.0349,0.1112,-1.075,0.184,-5.517,0.195,0,2.50786e+03,3.31988e+00,17.190107,4.62066e+02,8.96663e+00,18.689627,3.29871e+03,2.73700e+01,15.966060,2.723567,,,0,,,,,
0.260021,ztf_000539_zr_c10_q3_match_programid,106765,474.07870044356247,466.078691865734,42,11.097111711088905,192.17307456276077,184.17306997848343,42,4.385073094725795,6.094963809806053E-62,-281.9056258808017,[76 77 78 79],1071.9032525586995,285.3911832,12.2199505,1416.909,1846.077,58334.2219907,58334.298588,0.07383109999500448,285.3912497355632,12.2199190632781,0.012,0.011,90,4313751009053751424,285.39120243474,0.3502,12.21989819696,0.3328,0.5576,0.3544,-10.737,0.759,-4.846,0.720,0,3.54550e+02,1.46629e+00,19.314170,1.08981e+02,1.07686e+01,20.258013,4.00339e+02,9.61798e+00,18.255850,2.002163,,,0,,,,,
0.148512,ztf_000539_zr_c10_q3_match_programid,114380,55.07383254542048,47.07383270508279,25,1.8829533082033116,24.079257265974213,16.079257388245768,25,0.6431702955298307,1.8604306835835063E-7,-30.994575279446266,[107 108 109],290.2781151413567,285.357842,12.0703254,1540.149,2377.576,58334.2625926,58334.298588,0.0341435999944224,285.3578420948337,12.0702841467425,0.021,0.020,0,4313652229111967616,285.35783633720,0.6353,12.07026293188,0.7038,0.2376,0.6552,-1.308,1.307,-4.927,1.331,0,1.59463e+02,1.19091e+00,20.181715,5.80017e+01,8.97120e+00,20.942785,1.57687e+02,1.16469e+01,19.267427,1.675358,,,0,,,,,
0.553784,ztf_000539_zr_c10_q3_match_programid,119777,152.8727894340403,144.8727910754291,30,4.829093035847636,74.27702553680683,66.27702586648749,30,2.209234195549583,8.573274302491003E-18,-78.59576389723347,[49 50 51 52],1332.9628494499932,285.274015,11.9653115,1818.904,2749.479,58334.1989236,58334.298588,0.09689819999766769,285.2740994341664,11.9651817286662,0.016,0.015,0,4313649720850468224,285.27408134019,0.4158,11.96515797620,0.4847,1.1178,0.5127,-4.111,0.938,-5.517,1.004,0,1.97956e+02,9.95271e-01,19.946941,1.18596e+02,1.68218e+01,20.166218,2.73857e+02,1.56087e+01,18.668110,1.498108,,,0,,,,,
1.323983,ztf_000539_zr_c10_q3_match_programid,119875,282.9741896989536,274.9741869034368,9,30.552687433715203,10.14955186143719,2.149551862470015,9,0.23883909583000168,5.713242128596349E-60,-272.8246378375164,[49 50 51],3490.918053879681,285.2729347,11.9636998,1823.092,2756.625,58334.2072222,58334.2976736,0.08859949999896344,285.2731161924351,11.9633777240508,0.025,0.021,0,4313649342893333120,285.27309553540,0.6469,11.96334367866,0.8182,-0.7084,0.8061,-4.694,1.378,-7.907,1.633,0,1.13439e+02,8.41211e-01,20.551458,7.90576e+01,1.30070e+01,20.606530,1.25008e+02,1.53623e+01,19.519575,1.086954,,,0,,,,,
0.096446,ztf_000539_zr_c10_q3_match_programid,119958,26.879177365034806,18.87917753476257,44,0.4290722166991493,19.75696536835621,11.756965417931813,44,0.26720375949845027,0.028407388808513196,-7.1222119966785975,[68 69 70 71],105.86380806346796,285.2718097,11.9620268,1828.023,2763.872,58334.2146065,58334.298588,0.0812036999996053,285.2718137678717,11.9620003066586,0.003,0.002,0,4313649342922656512,285.27180684500,0.0636,11.96198484555,0.0794,0.2096,0.0864,-1.573,0.137,-3.591,0.162,0,3.05933e+03,2.84718e+00,16.974300,1.25823e+03,1.33081e+01,17.601990,2.90862e+03,1.59129e+01,16.102703,1.499287,,,0,4443.82,,,,
0.349159,ztf_000539_zr_c10_q3_match_programid,138344,174.01185006489666,166.01184982406738,29,5.724546545657496,104.16412067606434,96.16412149463154,29,3.3160041894700534,6.803905554025023E-16,-69.84772938883232,[70 71 72],528.4016555502699,285.3980765,12.2182457,1392.633,1852.027,58334.2210648,58334.298588,0.07567130000097677,285.3980792478012,12.2181487484910,0.023,0.022,0,4313751013348763776,285.39805861133,0.6524,12.21811503880,0.6688,1.0960,0.6967,-4.684,1.403,-7.829,1.495,0,1.34850e+02,1.11727e+00,20.363735,4.49211e+01,5.46086e+00,21.220260,1.45590e+02,8.77963e+00,19.354088,1.866173,,,0,,,,,
0.167936,ztf_000539_zr_c10_q3_match_programid,138825,16.90774838997674,8.907748409517874,19,0.46882886365883547,16.05193304598401,8.051932998151058,19,0.4237859472711083,0.6518715980236633,-0.8558153439927274,[27 28 29],-11.589114860636357,285.6085869,12.2047491,671.11,1950.615,58333.2998148,58334.298588,0.9978588000012678,285.6085585558296,12.2047866318447,0.002,0.002,0,4313748019754784512,285.60855391626,0.0527,12.20476075746,0.0625,0.0715,0.0753,-1.053,0.112,-6.010,0.136,0,5.49358e+03,4.95587e+00,16.338728,1.50326e+03,1.71189e+01,17.408802,6.67959e+03,6.72806e+01,15.200046,2.208756,,,0,3607.33,,,,
0.894520,ztf_000539_zr_c10_q3_match_programid,138825,16.90774838997674,8.907748409517874,19,0.46882886365883547,16.05193304598401,8.051932998151058,19,0.4237859472711083,0.6518715980236633,-0.8558153439927274,[27 28 29],-11.589114860636357,285.6085869,12.2047491,671.11,1950.615,58333.2998148,58334.298588,0.9978588000012678,285.6086567606599,12.2045101882254,0.005,0.004,0,4313748024083852544,285.60865676066,4.2930,12.20451018823,5.3855,,,,,,,0,1.40720e+02,2.83077e+00,20.317474,,,,,,,,,,0,,,,,
0.098318,ztf_000539_zr_c10_q3_match_programid,148476,21.267321616550113,13.26732154763106,27,0.4913822795418911,14.832532600478887,6.832532600861616,27,0.2530567629948747,0.04005929658097238,-6.434789016071226,[77 78 79],96.73332244431566,285.270583,11.9607352,1833.835,2769.068,58334.2229167,58334.298588,0.07383109999500448,285.2705743968666,11.9607611813447,0.002,0.002,0,4313649342922656128,285.27057339195,0.0634,11.96073937531,0.0756,0.3471,0.0842,-0.228,0.131,-5.065,0.155,0,3.22426e+03,3.26475e+00,16.917290,1.25709e+03,4.68234e+00,17.602968,3.03552e+03,1.87572e+01,16.056337,1.546631,,,0,4395.00,,,,
0.208367,ztf_000539_zr_c10_q3_match_programid,148743,91.3775609203579,83.37756180250715,58,1.4375441690087438,32.159461284114414,24.159461238868275,58,0.4165424351529013,1.383416813415247E-13,-59.21809963624348,[107 108 109 110 111],285.00234283677776,285.2666262,11.9546834,1852.292,2790.481,58334.2515278,58334.298588,0.043379700000514276,285.2665679019349,11.9546735392413,0.005,0.005,0,4313649338591688064,285.26657888199,0.1457,11.95463458303,0.1750,0.5993,0.1901,2.495,0.304,-9.048,0.320,0,8.03375e+02,1.72197e+00,18.426070,3.15439e+02,1.25648e+01,19.104100,8.82811e+02,1.19077e+01,17.397251,1.706848,,,0,,,,,
0.922767,ztf_000539_zr_c10_q3_match_programid,166760,42.08174720662232,34.081747272122705,25,1.3632698908849081,42.817977670166286,34.81797768799597,25,1.3927191075198389,1.445008540275203,0.7362304635439685,[56 57 58],84.37555074444904,285.5909445,11.9213781,716.118,2902.941,58334.204456,58334.298588,0.092280099997879,285.5906851146693,11.9213421512692,0.003,0.003,0,4313552414112658560,285.59067031345,0.0932,11.92132451762,0.0999,0.3462,0.1159,-3.364,0.204,-4.096,0.209,0,1.55032e+03,1.92855e+00,17.712310,5.77876e+02,2.28262e+01,18.446800,1.58120e+03,1.02587e+01,16.764452,1.682348,,,0,,,,,
1.626730,ztf_000539_zr_c10_q3_match_programid,166760,42.08174720662232,34.081747272122705,25,1.3632698908849081,42.817977670166286,34.81797768799597,25,1.3927191075198389,1.445008540275203,0.7362304635439685,[56 57 58],84.37555074444904,285.5909445,11.9213781,716.118,2902.941,58334.204456,58334.298588,0.092280099997879,285.5913873364980,11.9215063565792,0.010,0.009,90,4313552414112657152,285.59135372640,0.3019,11.92150990319,0.3216,2.5052,0.3976,-7.638,0.621,0.824,0.608,0,9.33775e+02,4.61871e+00,18.262760,5.63332e+02,4.97630e+01,18.474478,1.62357e+03,1.43010e+01,16.735739,1.738739,,,0,,,,,
1.936589,ztf_000539_zr_c10_q3_match_programid,166760,42.08174720662232,34.081747272122705,25,1.3632698908849081,42.817977670166286,34.81797768799597,25,1.3927191075198389,1.445008540275203,0.7362304635439685,[56 57 58],84.37555074444904,285.5909445,11.9213781,716.118,2902.941,58334.204456,58334.298588,0.092280099997879,285.5914942558006,11.9213848758639,0.021,0.021,0,4313552345367069952,285.59148049708,0.4303,11.92135493969,0.4754,0.2649,0.2720,-3.127,1.332,-6.953,1.369,0,6.51960e+02,2.09260e+00,18.652813,,,,,,,,,,0,,,,,
0.299094,ztf_000539_zr_c10_q3_match_programid,179814,239.6490604776328,231.6490600681595,40,5.791226501703988,108.61579843347083,100.61579848388125,40,2.515394962097031,3.519562438878131E-29,-131.03326204416197,[73 74 75 76],1076.4388148348105,285.3880684,12.2202264,1427.735,1845.13,58334.2219907,58334.298588,0.07383109999500448,285.3880088474677,12.2202856870934,0.021,0.021,0,4313751013348844160,285.38799383323,0.6281,12.22024957953,0.6243,1.5214,0.6180,-3.408,1.326,-8.386,1.379,0,1.49943e+02,1.17808e+00,20.248552,7.20277e+01,1.09139e+01,20.707640,2.16525e+02,8.29021e+00,18.923151,1.784489,,,0,,,,,
0.664182,ztf_000539_zr_c10_q3_match_programid,187744,12.781801929214023,4.781801958689563,29,0.16488972271343322,11.916729711184638,3.9167297236271086,29,0.1350596456423141,0.6488614229647808,-0.8650722180293844,[123 124 125],93.44287241734892,285.0777553,11.9133409,2513.985,2938.086,58334.2662847,58334.298588,0.030451399994490203,285.0776809838766,11.9135104608843,0.008,0.007,90,4313646143142461824,285.07767246047,0.2076,11.91349566089,0.2502,-0.9036,0.2835,-1.937,0.536,-3.437,0.477,0,6.72770e+02,1.95039e+00,18.618700,2.63809e+02,1.95249e+01,19.298162,1.02639e+03,4.61841e+01,17.233644,2.064518,,,0,,,,,
0.884113,ztf_000539_zr_c10_q3_match_programid,187744,12.781801929214023,4.781801958689563,29,0.16488972271343322,11.916729711184638,3.9167297236271086,29,0.1350596456423141,0.6488614229647808,-0.8650722180293844,[123 124 125],93.44287241734892,285.0777553,11.9133409,2513.985,2938.086,58334.2662847,58334.298588,0.030451399994490203,285.0778968391831,11.9131380865985,0.011,0.008,90,4313646147439052672,285.07788958572,0.2326,11.91311673412,0.2694,-0.0573,0.3073,-1.648,0.719,-4.959,0.528,0,5.35135e+02,3.22636e+00,18.867208,,,,,,,,,,0,,,,,
0.196736,ztf_000539_zr_c10_q3_match_programid,189339,443.06010651507495,435.0600999388203,26,16.733080766877706,118.53716312415268,110.53716047816846,26,4.251429249160325,3.394206158853072E-71,-324.52294339092225,[60 61 62],1599.6278056136118,285.3910271,12.2183928,1417.128,1851.582,58334.2210648,58334.2976736,0.07475690000137547,285.3910639634325,12.2183517092282,0.029,0.026,0,4313751013348810240,285.39106466304,0.8716,12.21832037506,0.8875,0.4886,0.9034,0.159,1.702,-7.278,1.861,0,1.09439e+02,1.01278e+00,20.590431,7.05489e+01,9.07225e+00,20.730162,1.31347e+02,6.53839e+00,19.465868,1.264294,,,0,,,,,
0.172629,ztf_000539_zr_c10_q3_match_programid,425,76.52161815707449,68.52161878354399,73,0.9386523121033422,34.836168033438014,26.83616818175608,73,0.3676187422158367,8.874001909378884E-10,-41.68545012363647,[47 48 49 50],470.7062782835384,285.3835438,11.8729942,1442.296,3080.381,58334.2349074,58334.298588,0.05906249999679858,285.3835440533138,11.8730421518690,0.005,0.005,90,4313459775920721536,285.38353468698,0.1574,11.87300884075,0.1745,0.0420,0.1832,-2.129,0.328,-7.737,0.312,0,7.37349e+02,1.54341e+00,18.519184,2.48491e+02,5.83741e+00,19.363110,7.13064e+02,7.42395e+00,17.629099,1.734011,,,0,,,,,
0.181831,ztf_000539_zr_c10_q3_match_programid,427,65.08518152361026,57.08518191579507,96,0.5946373116228653,38.400647542045654,30.400647817822765,96,0.31667341476898714,1.6051923075329976E-6,-26.684533981564606,[40 41 42 43],805.1667002513384,285.2044546,11.8734297,2064.05,3080.328,58334.2284491,58334.298588,0.05260419999831356,285.2044947494596,11.8734614393856,0.006,0.005,0,4313643050759121152,285.20448242897,0.1446,11.87345274184,0.1788,0.4113,0.2044,-2.800,0.334,-2.020,0.375,0,8.65246e+02,1.65440e+00,18.345516,3.06061e+02,1.01528e+01,19.136868,8.30421e+02,9.76452e+00,17.463675,1.673193,,,0,,,,,
0.126333,ztf_000539_zr_c10_q3_match_programid,1289,47.69889375069573,39.69889407523847,53,0.7490357372686504,43.728491818501155,35.72849223662338,53,0.6741224950306298,0.13735300804512726,-3.9704019321945765,[36 37 38 39],476.3903396416569,285.7810088,11.8714124,57.284,3080.339,58334.2238426,58334.298588,0.07013889999507228,285.7810267342704,11.8714427885453,0.004,0.003,0,4313538807655950464,285.78101611617,0.0636,11.87141530764,0.0730,0.3351,0.0792,-2.413,0.203,-6.383,0.250,0,5.57933e+03,5.08763e+00,16.321910,1.86935e+03,1.40271e+01,17.172161,5.71606e+03,1.81742e+01,15.369177,1.802984,,,0,4028.32,1.8783,0.8867,,
1.594324,ztf_000539_zr_c10_q3_match_programid,1289,47.69889375069573,39.69889407523847,53,0.7490357372686504,43.728491818501155,35.72849223662338,53,0.6741224950306298,0.13735300804512726,-3.9704019321945765,[36 37 38 39],476.3903396416569,285.7810088,11.8714124,57.284,3080.339,58334.2238426,58334.298588,0.07013889999507228,285.7805588349720,11.8713651613557,0.002,0.001,0,4313538807633308928,285.78055883497,1.4268,11.87136516136,1.7905,,,,,,,0,1.13597e+02,1.10004e+00,20.549948,,,,,,,,,,0,,,,,
0.171266,ztf_000539_zr_c10_q3_match_programid,1290,39.110793511365785,31.11079367517691,25,1.2444317470070765,21.680796188020665,13.680796214706543,25,0.5472318485882617,1.6410589099964679E-4,-17.42999732334512,[49 50 51],372.976215283479,285.2107575,11.8735129,2044.1,3080.28,58334.2367593,58334.298588,0.05998849999741651,285.2107645522453,11.8735599706954,0.012,0.012,90,4313642299146335488,285.21075684752,0.2683,11.87354171035,0.3295,-0.4118,0.3864,-1.751,0.772,-4.241,0.759,0,4.03275e+02,1.64150e+00,19.174364,1.59958e+02,1.34147e+01,19.841375,4.12148e+02,1.29403e+01,18.224289,1.617086,,,0,,,,,
0.158552,ztf_000539_zr_c10_q3_match_programid,1291,50.31233959223902,42.31233985322447,79,0.5355992386484111,36.77826560818288,28.7782658635159,79,0.364281846373619,0.0011511003223255262,-13.534073984056143,[30 31 32],921.751034212169,285.2921206,11.8730802,1757.24,3080.323,58334.2192245,58334.298588,0.046145899999828544,285.2921535375808,11.8731102124408,0.004,0.004,0,4313648002892618624,285.29213410054,0.1324,11.87310478794,0.1479,0.4137,0.1520,-4.418,0.266,-1.260,0.278,0,9.88586e+02,1.81374e+00,18.200830,3.47109e+02,1.34897e+01,19.000225,1.00697e+03,9.82829e+00,17.254377,1.745848,,,0,,,,,
0.148355,ztf_000539_zr_c10_q3_match_programid,1292,60.94216129809346,52.94216154216968,80,0.661777019277121,72.82316831852243,64.82316876871988,80,0.8102896096089985,380.1262788251225,11.881007020428974,[30 31 32 33],643.1925090008217,285.4401695,11.8726319,1242.075,3080.286,58334.2192245,58334.298588,0.046145899999828544,285.4401911183717,11.8726672648094,0.002,0.002,0,4313459642828503296,285.44018828557,0.0527,11.87265178860,0.0566,0.2582,0.0597,-0.644,0.124,-3.594,0.144,0,4.92967e+03,4.21884e+00,16.456320,1.38598e+03,1.00992e+01,17.496996,5.41310e+03,1.56341e+01,15.428306,2.068690,,,0,3887.52,2.2413,1.1090,,
0.068518,ztf_000539_zr_c10_q3_match_programid,1297,33.45726755803437,25.457267944240883,61,0.4173322613809981,29.792151010147144,21.792151374956983,61,0.3572483831960161,0.16000371041177347,-3.665116547887223,[23 24 25],1227.1959836489336,285.7545201,11.8712661,146.961,3080.193,58334.2118403,58334.298588,0.035995400001411326,285.7545122756516,11.8712835245251,0.004,0.003,0,4313538872032055424,285.75450783996,0.1056,11.87127144075,0.1284,0.5035,0.1412,-1.008,0.221,-2.807,0.234,0,1.32238e+03,2.00817e+00,17.884977,4.54507e+02,9.14209e+00,18.707537,1.47594e+03,1.28779e+01,16.839249,1.868288,,,0,,,,,
1.278525,ztf_000539_zr_c10_q3_match_programid,1297,33.45726755803437,25.457267944240883,61,0.4173322613809981,29.792151010147144,21.792151374956983,61,0.3572483831960161,0.16000371041177347,-3.665116547887223,[23 24 25],1227.1959836489336,285.7545201,11.8712661,146.961,3080.193,58334.2118403,58334.298588,0.035995400001411326,285.7548637673111,11.8711519972150,0.034,0.029,0,4313538876348124288,285.75486533601,0.8813,11.87113388447,1.1832,0.1025,1.0561,0.357,1.898,-4.207,2.195,0,1.21829e+02,1.04005e+00,20.473990,,,,,,,,,,0,,,,,
