angDist,match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,fl_indx,equivdur,ra,dec,xpos,ypos,flare_time,end_time,flare_end_diff,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.972918,ztf_000539_zr_c06_q4_match_programid,93878,66.60137540309707,58.601375193024275,28,2.0929062568937242,27.705047235638048,19.7050474722056,28,0.7037516954359143,3.5790655730094494E-9,-38.89632816745902,[72 73 74],347.53594006998026,286.5571252,10.7517302,403.243,226.992,58334.2330671,58334.298588,0.06275469999673078,286.5568901026394,10.7518705232255,0.007,0.006,90,4312520934726205824,286.55687240625,0.1911,10.75173852818,0.2090,1.6824,0.2575,-4.038,0.432,-30.657,0.396,0,6.96731e+02,1.85323e+00,18.580702,1.12865e+02,8.62340e+00,20.219990,9.94215e+02,1.19636e+01,17.268219,2.951771,,,0,,,,,
0.717000,ztf_000539_zr_c06_q4_match_programid,94642,22.813306184299286,14.813306120618554,14,1.0580932943298966,23.243867206914807,15.24386716297487,14,1.088847654498205,1.2402097410330384,0.430561022615521,[90 91 92],769.9029587166267,286.3141201,10.7354616,1252.011,290.392,58334.2349074,58334.298588,0.061828699996112846,286.3143227187084,10.7354677221622,0.006,0.006,90,4312532200414023936,286.31431725740,0.1981,10.73546153798,0.2150,0.0523,0.2295,-1.246,0.412,-1.436,0.375,0,7.75206e+02,2.29314e+00,18.464823,2.24476e+02,1.03301e+01,19.473463,9.25809e+02,1.05090e+01,17.345615,2.127848,,,0,,,,,
1.277203,ztf_000539_zr_c06_q4_match_programid,94761,51.76982450915996,43.769824465325215,76,0.5759187429648055,36.72959857649561,28.72959839125417,76,0.37802103146387067,5.420713265771458E-4,-15.040225932664349,[63 64 65 66 67],1282.0875703340587,286.3126933,10.7331215,1252.745,297.079,58334.2109144,58334.298588,0.0812036999996053,286.3130482506579,10.7330563259682,0.007,0.007,90,4312532200418801408,286.31304209109,0.2157,10.73304177352,0.2661,0.1978,0.2916,-1.406,0.457,-3.380,0.421,0,7.27554e+02,2.76331e+00,18.533703,2.20081e+02,1.04945e+01,19.494930,8.71791e+02,7.22624e+00,17.410889,2.084042,,,0,,,,,
0.258348,ztf_000539_zr_c06_q4_match_programid,94976,46.602214716011716,38.60221487763535,60,0.6433702479605892,39.08377622915013,31.083776284107316,60,0.5180629380684553,0.023301926406658503,-7.518438486861584,[74 75 76 77 78 79],642.1266173280453,286.5569383,10.726975,403.284,314.996,58334.2330671,58334.298588,0.06090279999625636,286.5568704944971,10.7269483231381,0.008,0.008,90,4312520758626833792,286.55686592928,0.2296,10.72692811351,0.2372,0.3250,0.2855,-1.042,0.540,-4.694,0.489,0,5.04168e+02,1.35502e+00,18.931927,1.22128e+02,1.16879e+01,20.134346,6.32651e+02,1.08725e+01,17.759010,2.375336,,,0,,,,,
0.102498,ztf_000539_zr_c06_q4_match_programid,95202,117.79330750728182,109.79330812863013,29,3.785976142366556,92.45857185196066,84.4585721612115,29,2.9123645572831554,3.1523327373482834E-6,-25.33473565532117,[68 69 70],492.3222755694932,286.0386673,10.7245428,2210.069,333.698,58334.2146065,58334.298588,0.08212970000022324,286.0386722240204,10.7245708575171,0.006,0.006,90,4312557935858034432,286.03866211304,0.1775,10.72454831914,0.2079,-0.0367,0.2154,-2.307,0.368,-5.235,0.361,0,7.53672e+02,1.78775e+00,18.495410,1.85657e+02,1.89067e+01,19.679607,1.07214e+03,1.03525e+01,17.186293,2.493315,,,0,,,,,
0.500145,ztf_000539_zr_c06_q4_match_programid,95362,44.53898366617242,36.538983802067435,75,0.48718645069423244,36.36606835727156,28.366068467892447,75,0.378214246238566,0.016798634855925716,-8.172915308900862,[83 84 85 86 87 88 89],1016.7641285422194,286.5573238,10.7179563,403.269,346.993,58334.2404514,58334.298588,0.05167829999845708,286.5571850168381,10.7179297165730,0.011,0.011,90,4312520518110073856,286.55717148200,0.2896,10.71791300150,0.2934,0.0175,0.3665,-3.089,0.698,-3.882,0.684,0,3.92048e+02,1.36820e+00,19.205017,8.47116e+01,1.38561e+01,20.531530,5.20023e+02,8.02637e+00,17.971863,2.559668,,,0,,,,,
0.236787,ztf_000539_zr_c06_q4_match_programid,95734,16.366882367362592,8.366882291995854,16,0.5229301432497409,14.686939848543847,6.6869398219706655,16,0.4179337388731666,0.431722931222806,-1.679942518818745,[55 56 57],108.49134846817304,285.9373973,10.7123572,2566.586,379.927,58334.2312269,58334.2976736,0.06460649999644374,285.9374124780360,10.7124212611200,0.005,0.004,0,4312558455575490560,285.93740328225,0.1324,10.71239776123,0.1669,-0.1311,0.1632,-2.099,0.282,-5.458,0.301,0,9.37397e+02,1.63602e+00,18.258556,2.31331e+02,1.15486e+01,19.440804,1.19931e+03,1.37471e+01,17.064589,2.376215,,,0,,,,,
1.325423,ztf_000539_zr_c06_q4_match_programid,96371,12.67571869168929,4.675718713599992,9,0.5195243015111103,9.293466280109461,1.2934663015946897,9,0.1437184779549655,0.18431183400949883,-3.382252411579829,[87 88 89],560.6601095034122,286.3145002,10.6957183,1252.802,430.993,58334.254294,58334.298588,0.042453699999896344,286.3148747562890,10.6957087404518,0.009,0.009,90,4312531238341086336,286.31486907369,0.3023,10.69569339057,0.3078,-0.5419,0.3255,-1.297,0.599,-3.565,0.560,0,5.56670e+02,1.95415e+00,18.824370,1.69589e+02,1.26904e+01,19.777893,7.16338e+02,7.31417e+00,17.624125,2.153769,,,0,,,,,
0.834104,ztf_000539_zr_c06_q4_match_programid,96494,15.143688324358909,7.143688300343804,20,0.3571844150171902,17.93700907048438,9.937009031054279,20,0.49685045155271396,4.041679700688013,2.7933207461254703,[142 143 144 145],683.0915627494248,286.3160362,10.6926469,1252.755,439.043,58334.2875231,58334.298588,0.008298599997942802,286.3162686635739,10.6926081214643,0.006,0.006,90,4312531238348300032,286.31626444565,0.1797,10.69259978686,0.1921,0.6148,0.2040,-0.963,0.383,-1.936,0.359,0,8.35247e+02,2.07564e+00,18.383830,2.55722e+02,1.46758e+01,19.331966,9.59304e+02,7.27452e+00,17.307030,2.024937,,,0,,,,,
0.961083,ztf_000539_zr_c06_q4_match_programid,96550,19.61575299620535,11.615753119740653,23,0.5050327443365501,19.252307804996562,11.252307911288932,23,0.4892307787516927,0.8338326171688598,-0.3634451912087897,[76 77 78 79],429.43894479367503,286.3146633,10.6916561,1252.143,445.43,58334.254294,58334.298588,0.04152780000003986,286.3149329876562,10.6916884041452,0.006,0.005,90,4312531238341064320,286.31493978044,0.1795,10.69166000384,0.1910,0.3127,0.2044,1.550,0.381,-6.596,0.351,0,8.39279e+02,2.02635e+00,18.378601,2.65563e+02,1.38228e+01,19.290972,9.97237e+02,1.19979e+01,17.264925,2.026047,,,0,,,,,
0.550583,ztf_000539_zr_c06_q4_match_programid,96797,23.503495848135092,15.503495818210034,24,0.6459789924254181,24.77955567342919,16.779555505376564,24,0.6991481460573569,1.892748324246523,1.276059825294098,[131 132 133],289.70013837051283,286.3158117,10.6858541,1251.954,464.528,58334.2773611,58334.2967477,0.015694499998062383,286.3159629665493,10.6858181037520,0.004,0.004,90,4312531238352344064,286.31595911155,0.1149,10.68580835265,0.1245,0.4749,0.1382,-0.880,0.252,-2.265,0.237,0,1.59922e+03,2.24589e+00,17.678593,2.70567e+02,1.92314e+01,19.270702,2.37352e+03,1.12214e+01,16.323439,2.947264,,,0,,,,,
0.638922,ztf_000539_zr_c06_q4_match_programid,97207,41.87359791849391,33.87359767595855,52,0.6514153399222798,41.52502053822677,33.52502053821331,52,0.644711933427179,0.8400543472474489,-0.34857738026713747,[77 78 79],1562.5788844014576,286.5584503,10.6747636,403.277,498.893,58334.2672106,58334.298588,0.023067199996148702,286.5582697280321,10.6747669304040,0.014,0.013,90,4312517086434716672,286.55827540413,0.3816,10.67476007000,0.3818,1.2643,0.4411,1.296,0.916,-1.593,0.860,0,3.02831e+02,1.24937e+00,19.485365,7.91231e+01,1.05224e+01,20.605630,3.53767e+02,1.04988e+01,18.390127,2.215504,,,0,,,,,
0.469604,ztf_000539_zr_c06_q4_match_programid,97306,82.97967583576192,74.97967553987135,41,1.8287725741432037,26.00436977538232,18.00436992182003,41,0.43913097370292753,4.245897313649742E-13,-56.97530606037961,[43 44 45 46 47],290.0259272263094,286.5553092,10.6726437,403.362,506.642,58334.2118403,58334.298588,0.08305560000007972,286.5551792335754,10.6726171647719,0.008,0.007,90,4312517086434718336,286.55517256273,0.2439,10.67259439397,0.2578,-0.2967,0.2627,-1.523,0.512,-5.289,0.433,0,6.73360e+02,1.75523e+00,18.617748,1.00658e+02,1.31273e+01,20.344269,1.11415e+03,9.25856e+00,17.144560,3.199709,,,0,,,,,
0.800183,ztf_000539_zr_c06_q4_match_programid,97346,10.921774745751481,2.921774689093365,9,0.324641632121485,10.491985962385257,2.4919859096579806,9,0.27688732329533117,0.8066266221592082,-0.4297887833662237,[90 91 92],1007.0494390154391,286.5585148,10.6715564,403.941,510.289,58334.2662847,58334.298588,0.030451399994490203,286.5582907397984,10.6715867946202,0.011,0.011,90,4312517086434683264,286.55828610637,0.3409,10.67157716950,0.3912,0.5498,0.4974,-1.058,0.739,-2.236,0.731,0,3.57034e+02,1.58881e+00,19.306591,1.00219e+02,1.41698e+01,20.349016,4.31731e+02,1.57259e+01,18.173885,2.175131,,,0,,,,,
0.739730,ztf_000539_zr_c06_q4_match_programid,97848,8.61755367196218,0.6175536779297903,0,Infinity,8.82456415132461,0.8245641596474338,0,Infinity,1.1090516044267025,0.207010479362431,[43 44 45],742.8975374156837,286.3118088,10.6624295,1252.752,545.046,58334.1924653,58334.298588,0.10428239999600919,286.3120144860146,10.6623925706635,0.007,0.006,90,4312507461409200384,286.31200724839,0.2177,10.66237421015,0.2240,0.2982,0.2365,-1.652,0.448,-4.264,0.416,0,6.29976e+02,1.50049e+00,18.690056,1.99896e+02,9.02390e+00,19.599377,8.35776e+02,1.36258e+01,17.456696,2.142681,,,0,,,,,
0.791426,ztf_000539_zr_c06_q4_match_programid,97999,23.136134119583932,15.13613391382744,17,0.8903608184604376,18.237214422418106,10.23721425794329,17,0.6021890739966641,0.08634021069333225,-4.898919697165827,[64 65 66],106.2577373119453,286.5561982,10.6569379,403.327,563.725,58334.229375,58334.298588,0.06736109999474138,286.5559745158656,10.6569404253912,0.012,0.012,90,4312516914635860480,286.55596783204,0.3450,10.65692796979,0.3484,0.4003,0.4265,-1.526,0.796,-2.893,0.773,0,2.98088e+02,1.64124e+00,19.502502,7.94029e+01,8.62810e+00,20.601797,3.82845e+02,9.58977e+00,18.304361,2.297436,,,0,,,,,
0.076993,ztf_000539_zr_c06_q4_match_programid,104145,199.11896830901878,191.1189693551247,42,4.550451651312493,149.4516383937423,141.45163906720904,42,3.367896168266882,1.640122715065567E-11,-49.6673299152765,[43 44 45 46 47],255.62063432455346,286.5452276,10.5243854,433.364,1030.219,58334.1915394,58334.298588,0.1033564999961527,286.5452337166144,10.5243648758726,0.005,0.005,90,4312513440003084032,286.54522634357,0.1611,10.52435403851,0.1716,0.4662,0.1876,-1.684,0.335,-2.517,0.321,0,1.09223e+03,1.88661e+00,18.092585,1.41298e+02,8.33013e+00,19.976051,1.67240e+03,1.67447e+01,16.703568,3.272484,,,0,,,,,
0.605787,ztf_000539_zr_c06_q4_match_programid,108922,34.26221523727796,26.262215300407455,17,1.5448361941416149,13.807067354587463,5.807067426957997,17,0.34159220158576453,3.6159388217572425E-5,-20.455147882690493,[81 82 83],428.2776700255504,286.5568048,10.4146184,403.227,1423.043,58334.279213,58334.298588,0.017534799997520167,286.5566373845908,10.4145836990536,0.007,0.006,90,4312300615784063360,286.55663105389,0.2022,10.41456660498,0.2064,0.1194,0.2420,-1.446,0.452,-3.970,0.417,0,5.20788e+02,1.27772e+00,18.896713,1.29127e+02,9.76695e+00,20.073845,7.37889e+02,1.23968e+01,17.591942,2.481903,,,0,,,,,
0.373036,ztf_000539_zr_c06_q4_match_programid,112217,27.07388383330457,19.073883762920982,24,0.7947451567883742,21.13522604946188,13.135226008544741,24,0.5473010836893643,0.05133775195367726,-5.9386577838426895,[55 56 57],119.73040492575416,286.5535356,10.3455588,403.968,1670.601,58334.2238426,58334.298588,0.07290509999438655,286.5534303050010,10.3455615991576,0.007,0.007,90,4312297008010453248,286.55342737997,0.2124,10.34555380424,0.2313,0.2313,0.2583,-0.668,0.462,-1.810,0.425,0,6.05719e+02,1.63080e+00,18.732689,1.32566e+02,8.72722e+00,20.045305,7.96580e+02,1.05853e+01,17.508846,2.536459,,,0,,,,,
0.793293,ztf_000539_zr_c06_q4_match_programid,114697,21.935447688528505,13.935447529625572,42,0.3317963697529898,23.413081167857765,15.413081058097582,42,0.3669781204308948,2.093456943820941,1.4776334793292598,[84 85 86 87 88],154.88990912974543,286.3121494,10.2944436,1252.008,1857.612,58334.2533681,58334.298588,0.04152780000003986,286.3123733356734,10.2944471406390,0.004,0.004,0,4312292751710693376,286.31235076887,0.1432,10.29440117947,0.1556,0.5813,0.1627,-5.157,0.284,-10.675,0.285,0,9.18177e+02,1.93855e+00,18.281050,2.77115e+02,6.25741e+00,19.244740,1.11704e+03,1.35249e+01,17.141745,2.102995,,,0,,,,,
1.059849,ztf_000539_zr_c06_q4_match_programid,115533,26.20025521022418,18.200255182691812,23,0.791315442725731,16.75060138324797,8.750601323634978,23,0.38046092711456425,0.008872249443743208,-9.44965382697621,[47 48 49 50],1122.845032614949,286.30965,10.2773243,1252.735,1916.065,58334.2035417,58334.298588,0.09136579999903915,286.3099390589057,10.2772482903622,0.008,0.007,0,4312292511194470656,286.30992639966,0.2080,10.27722919421,0.2441,0.5820,0.2462,-2.893,0.435,-4.435,0.513,0,5.61589e+02,1.51001e+00,18.814820,1.32117e+02,1.07902e+01,20.048992,7.91233e+02,1.11175e+01,17.516160,2.532833,,,0,,,,,
0.722740,ztf_000539_zr_c06_q4_match_programid,117232,23.19858714872968,15.198587169774713,41,0.3706972480432857,26.685314897601664,18.68531492809099,41,0.4557393884900241,5.716540841314888,3.486727748871985,[85 86 87 88 89],306.27797982668477,286.3107872,10.241558,1252.033,2046.286,58334.2312269,58334.298588,0.06368059999658726,286.3109903187174,10.2415767625347,0.006,0.006,0,4312291544810927616,286.31099171357,0.1761,10.24157014283,0.2156,0.2146,0.2363,0.319,0.374,-1.537,0.377,0,7.54883e+02,1.45972e+00,18.493668,2.24210e+02,1.11708e+01,19.474749,1.06223e+03,2.03022e+01,17.196370,2.278379,,,0,,,,,
1.444551,ztf_000539_zr_c06_q4_match_programid,117232,23.19858714872968,15.198587169774713,41,0.3706972480432857,26.685314897601664,18.68531492809099,41,0.4557393884900241,5.716540841314888,3.486727748871985,[85 86 87 88 89],306.27797982668477,286.3107872,10.241558,1252.033,2046.286,58334.2312269,58334.298588,0.06368059999658726,286.3105300793862,10.2418694353948,0.015,0.013,0,4312291549121688960,286.31051236547,0.4174,10.24184487714,0.4701,1.4654,0.5426,-4.049,0.862,-5.704,0.983,0,2.47574e+02,1.48129e+00,19.704103,,,,,,,,,,0,,,,,
1.049436,ztf_000539_zr_c06_q4_match_programid,117325,24.333429059830234,16.333428955983077,47,0.3475197650209165,20.469787709966397,12.469787675637523,47,0.26531463139654304,0.14488417122407227,-3.863641349863837,[72 73 74 75 76],496.485351667535,286.3099576,10.2397982,1252.652,2052.011,58334.2182986,58334.298588,0.07659729999431875,286.3102537890142,10.2398029364200,0.007,0.006,0,4312291544810908544,286.31024353375,0.1950,10.23977741477,0.2249,-0.2540,0.2407,-2.344,0.397,-5.928,0.419,0,6.71956e+02,2.51960e+00,18.620014,1.90976e+02,7.51890e+00,19.648941,8.56997e+02,1.05055e+01,17.429472,2.219469,,,0,,,,,
0.492918,ztf_000539_zr_c06_q4_match_programid,120173,29.587789387588078,21.587789358093886,18,1.199321631005216,13.232669712027981,5.23266966623424,18,0.29070387034634665,2.808865132119738E-4,-16.355119675560097,[107 108 109],380.2838362708118,286.3111709,10.1823807,1252.702,2256.099,58334.2515278,58334.298588,0.04521989999921061,286.3113038854380,10.1823405111385,0.005,0.005,0,4312289586305482496,286.31130317773,0.1568,10.18231041405,0.1743,0.1981,0.1949,-0.162,0.330,-6.990,0.353,0,8.36396e+02,1.62902e+00,18.382336,1.86352e+02,1.02133e+01,19.675554,1.05858e+03,6.72966e+00,17.200108,2.475447,,,0,,,,,
0.970808,ztf_000539_zr_c06_q4_match_programid,120914,62.184741047228876,54.18474118042064,89,0.6088173166339398,45.39153004570261,37.39153026171846,89,0.42012955350245457,2.256319331372408E-4,-16.793211001526267,[73 74 75 76 77],1458.863752269688,286.3117314,10.1668513,1252.743,2311.008,58334.2589005,58334.298588,0.02584489999571815,286.3120052667056,10.1668438669773,0.006,0.006,0,4312286601319179648,286.31199551961,0.1907,10.16682089981,0.2139,0.1270,0.2387,-2.228,0.396,-5.334,0.403,0,8.24191e+02,1.55320e+00,18.398296,1.54344e+02,1.95883e+01,19.880167,1.24435e+03,1.20097e+01,17.024563,2.855604,,,0,,,,,
0.947939,ztf_000539_zr_c06_q4_match_programid,121332,21.890343955651502,13.890343862090845,21,0.6614449458138497,16.4402418736707,8.440241765274635,21,0.4019162745368874,0.06554285726029904,-5.450102081980802,[103 104 105],450.9701069024401,286.3109543,10.1579935,1252.681,2342.991,58334.2496759,58334.298588,0.047060199998668395,286.3112218058346,10.1579948902844,0.006,0.006,90,4312286601319161728,286.31120458703,0.1952,10.15796406843,0.2052,0.3856,0.2518,-3.937,0.408,-7.159,0.395,0,7.16949e+02,1.83989e+00,18.549644,1.93306e+02,8.14120e+00,19.635775,9.20063e+02,9.78370e+00,17.352375,2.283400,,,0,,,,,
0.179363,ztf_000539_zr_c06_q4_match_programid,122471,283.8731233770643,275.87312774373345,28,9.852611705133338,229.52905138206836,221.5290547293082,28,7.91175195461815,1.5824671530125076E-12,-54.34407199499594,[114 115 116 117],830.4785107359894,286.4406465,10.1342212,802.206,2423.054,58334.2755208,58334.298588,0.020300999996834435,286.4406404889309,10.1342706705061,0.003,0.002,90,4312286807479264640,286.44064048893,2.5913,10.13427067051,2.3045,,,,,,,0,1.04833e+02,1.53797e+00,20.637121,4.36471e+01,1.11893e+01,21.251500,2.12090e+02,8.11320e+00,18.945620,2.305880,,,0,,,,,
0.462199,ztf_000539_zr_c06_q4_match_programid,127152,123.72123564919137,115.72123508758264,26,4.450816734137794,104.2849575153205,96.28495698155629,26,3.7032675762137037,6.0181890874890526E-5,-19.43627813387087,[125 126 127],361.6433069863398,286.2825448,10.0357434,1353.377,2777.017,58334.2681366,58334.298588,0.02861109999503242,286.2825683333733,10.0358696800316,0.008,0.007,90,4310783495900459264,286.28256019167,0.2371,10.03584591397,0.2706,0.1577,0.3053,-1.862,0.511,-5.520,0.479,0,5.38021e+02,1.57668e+00,18.861368,1.04574e+02,6.29387e+00,20.302834,7.95904e+02,7.63900e+00,17.509770,2.793064,,,0,,,,,
0.053033,ztf_000539_zr_c06_q4_match_programid,133241,100.51599684287298,92.51599766248282,43,2.1515348293600653,83.20261642620288,75.20261783348288,43,1.7488980891507646,1.7395912357429463E-4,-17.3133804166701,[65 66 67 68],1139.6539568518563,286.0402558,10.7244233,2204.519,334.093,58334.2146065,58334.298588,0.0812036999996053,286.0402643050917,10.7244111682898,0.012,0.012,0,4312557940201978112,286.04025787659,0.3398,10.72438714263,0.3638,-0.3473,0.4441,-1.467,0.759,-5.580,0.790,0,3.35947e+02,1.41882e+00,19.372688,9.36405e+01,9.14706e+00,20.422730,5.47725e+02,1.21817e+01,17.915512,2.507217,,,0,,,,,
1.259039,ztf_000539_zr_c06_q4_match_programid,135136,30.598622960254133,22.59862305513544,38,0.5947006067140905,27.82261742742031,19.822617420585466,38,0.5216478268575123,0.2495732632991563,-2.776005532833821,[74 75 76 77],698.1816779571711,286.3127689,10.6628335,1252.779,548.078,58334.2219907,58334.298588,0.07290509999438655,286.3131109571345,10.6627369814894,0.007,0.006,90,4312507461408078592,286.31312541725,0.2127,10.66274518599,0.2187,0.8420,0.2301,3.300,0.440,1.906,0.412,0,6.54073e+02,1.61661e+00,18.649300,2.45214e+02,1.10797e+01,19.377527,8.65344e+02,1.16208e+01,17.418947,1.958580,,,0,,,,,
0.868530,ztf_000539_zr_c06_q4_match_programid,138089,56.05114015876597,48.051139984364056,45,1.0678031107636456,32.13724976083625,24.13724950474237,45,0.5363833223276082,6.414527622770513E-6,-23.91389039792972,[ 96  97  98  99 100],1288.1112250298359,286.3133582,10.5661525,1252.771,892.001,58334.2459838,58334.298588,0.04891209999914281,286.3135979516251,10.5661009491925,0.002,0.001,0,4312494649516191360,286.31359795163,1.1861,10.56610094919,1.6319,,,,,,,1,5.35102e+02,1.03079e+01,18.867275,1.85421e+02,1.59254e+01,19.680992,9.85997e+02,1.45709e+01,17.277231,2.403761,,,0,,,,,
1.957878,ztf_000539_zr_c06_q4_match_programid,138089,56.05114015876597,48.051139984364056,45,1.0678031107636456,32.13724976083625,24.13724950474237,45,0.5363833223276082,6.414527622770513E-6,-23.91389039792972,[ 96  97  98  99 100],1288.1112250298359,286.3133582,10.5661525,1252.771,892.001,58334.2459838,58334.298588,0.04891209999914281,286.3131249416509,10.5656593487371,0.007,0.007,90,4312494649516190464,286.31311342436,0.2232,10.56562534477,0.2453,0.7412,0.2493,-2.630,0.468,-7.898,0.430,0,6.34956e+02,1.45732e+00,18.681505,1.90198e+02,1.22885e+01,19.653374,7.66873e+02,1.38445e+01,17.550112,2.103262,,,0,,,,,
1.306721,ztf_000539_zr_c06_q4_match_programid,138090,64.7036582824849,56.70365798725226,82,0.6915080242347836,62.99773221810529,54.9977320201569,82,0.6707040490263037,0.42615036215266366,-1.7059260643796037,[87 88 89 90 91 92],1043.7633745572093,286.312756,10.5656739,1252.758,894.03,58334.2330671,58334.298588,0.05906249999679858,286.3131249416509,10.5656593487371,0.007,0.007,90,4312494649516190464,286.31311342436,0.2232,10.56562534477,0.2453,0.7412,0.2493,-2.630,0.468,-7.898,0.430,0,6.34956e+02,1.45732e+00,18.681505,1.90198e+02,1.22885e+01,19.653374,7.66873e+02,1.38445e+01,17.550112,2.103262,,,0,,,,,
0.714811,ztf_000539_zr_c06_q4_match_programid,138892,31.599976181835892,23.599975999443814,19,1.242103999970727,17.46332709630811,9.46332707451007,19,0.49806984602684584,8.516588324175018E-4,-14.136649085527782,[83 84 85 86],253.62559894766338,286.5575974,10.5371311,403.424,987.621,58334.2773611,58334.298588,0.017534799997520167,286.5574500019152,10.5372668419457,0.019,0.018,0,4312513474362865792,286.55744306942,0.5156,10.53724569415,0.5506,0.1260,0.6196,-1.583,1.180,-4.912,1.197,0,2.79289e+02,1.77346e+00,19.573229,7.06252e+01,8.81654e+00,20.728989,5.69313e+02,2.64257e+01,17.873543,2.855446,,,0,,,,,
1.071148,ztf_000539_zr_c06_q4_match_programid,138892,31.599976181835892,23.599975999443814,19,1.242103999970727,17.46332709630811,9.46332707451007,19,0.49806984602684584,8.516588324175018E-4,-14.136649085527782,[83 84 85 86],253.62559894766338,286.5575974,10.5371311,403.424,987.621,58334.2773611,58334.298588,0.017534799997520167,286.5574816413712,10.5368561841937,0.016,0.015,90,4312513478661009536,286.55746785846,0.4219,10.53683616217,0.4246,1.0551,0.4813,-3.147,1.006,-4.650,0.989,0,2.25174e+02,1.22205e+00,19.807070,,,,,,,,,,0,,,,,
1.379192,ztf_000539_zr_c06_q4_match_programid,139511,18.184997087480262,10.184997026516228,25,0.4073998810606491,16.355353327072528,8.355353287830173,25,0.33421413151320695,0.400587972384511,-1.829643760407734,[87 88 89 90],371.0540778145091,286.3123168,10.516958,1252.758,1067.038,58334.2321412,58334.298588,0.06368059999658726,286.3127022865583,10.5169021148626,0.005,0.005,0,4312492308763959936,286.31269636278,0.1594,10.51689012698,0.1816,0.6975,0.2011,-1.353,0.347,-2.784,0.353,0,7.80230e+02,1.61132e+00,18.457810,1.79875e+02,6.91332e+00,19.713963,9.84206e+02,2.01792e+01,17.279205,2.434757,,,0,,,,,
0.807453,ztf_000539_zr_c06_q4_match_programid,139657,43.21216285450916,35.212162676120315,31,1.1358762153587199,23.67112801457002,15.671127868942188,31,0.5055202538368447,5.711079413822848E-5,-19.54103483993914,[59 60 61],1076.0939403553239,286.311607,10.5126256,1252.116,1081.488,58334.2146065,58334.298588,0.08028940000076545,286.3118350268755,10.5126320613275,0.005,0.005,0,4312492274408903424,286.31182227241,0.1409,10.51260913727,0.1623,0.0217,0.1788,-2.913,0.320,-5.324,0.344,0,8.34546e+02,1.76875e+00,18.384740,9.92443e+01,9.84263e+00,20.359625,1.26204e+03,1.77536e+01,17.009237,3.350388,,,0,,,,,
0.221296,ztf_000539_zr_c06_q4_match_programid,142654,23.50743394702794,15.507434006230614,26,0.5964397694704082,16.353658075133303,8.35365806085671,26,0.3212945408021811,0.027962584341138963,-7.153775871894638,[45 46 47],209.81118344091115,286.5537928,10.4116844,403.199,1434.987,58334.2164583,58334.298588,0.07936350000090897,286.5537322320832,10.4116995666505,0.011,0.010,0,4312300615784025344,286.55372406226,0.2543,10.41167844941,0.2753,0.8507,0.3093,-1.866,0.652,-4.905,0.709,0,4.16085e+02,1.27260e+00,19.140411,1.27398e+02,1.03918e+01,20.088486,5.60493e+02,1.00938e+01,17.890493,2.197992,,,0,,,,,
1.479087,ztf_000539_zr_c06_q4_match_programid,142654,23.50743394702794,15.507434006230614,26,0.5964397694704082,16.353658075133303,8.35365806085671,26,0.3212945408021811,0.027962584341138963,-7.153775871894638,[45 46 47],209.81118344091115,286.5537928,10.4116844,403.199,1434.987,58334.2164583,58334.298588,0.07936350000090897,286.5538697214078,10.4112805681068,0.062,0.050,90,4312300620090250368,286.55384766271,1.8797,10.41124031061,1.9403,4.1021,1.4884,-5.039,3.998,-9.350,3.193,0,8.11999e+01,1.31211e+00,20.914478,,,,,,,,,,0,,,,,
0.146118,ztf_000539_zr_c06_q4_match_programid,142663,27.452119569406786,19.452119530969163,29,0.6707627424472126,18.284609808114666,10.28460989310355,29,0.35464172045184655,0.010216462586926049,-9.16750976129212,[113 114 115],95.9738770782445,286.0557397,10.4143417,2151.872,1436.291,58334.2561343,58334.298588,0.04060190000018338,286.0557781750968,10.4143563780700,0.005,0.004,0,4312496401867778304,286.05576396128,0.1315,10.41433144679,0.1432,0.3020,0.1613,-3.247,0.284,-5.790,0.296,0,1.76836e+03,4.03342e+00,17.569440,4.62186e+02,9.80193e+00,18.689346,2.16904e+03,1.78032e+01,16.421251,2.268095,,,0,,,,,
0.159608,ztf_000539_zr_c06_q4_match_programid,142696,107.58476217375765,99.58476196806117,44,2.263290044728663,54.5800871246433,46.58008698116785,44,1.0586383404810875,3.091584032300677E-12,-53.004675049114354,[112 113 114],806.7050900417975,286.0538329,10.4132402,2158.704,1440.218,58334.2552083,58334.298588,0.04060190000018338,286.0538772025560,10.4132320115279,0.019,0.018,0,4312496298789693824,286.05386491814,0.4812,10.41320644424,0.5147,0.0748,0.5526,-2.806,1.136,-5.938,1.225,0,2.48831e+02,1.60950e+00,19.698603,8.86325e+01,1.10119e+01,20.482407,4.00155e+02,9.23541e+00,18.256350,2.226057,,,0,,,,,
