match_file,id,aic_flare,chi_flare,dof_flare,red_flare,aic_gauss,chi_gauss,dof_gauss,red_gauss,exp_comp,perc_comp,ra,dec
ztf_000436_zr_c01_q2_match_programid2,48212,46.401845101310776,38.401845365773454,85,0.45178641606792297,36.346465449562984,28.34646567190757,85,0.3334878314342067,0.006553933823492524,-10.055379651747792,286.7668236,-5.4751026
ztf_000436_zr_c01_q2_match_programid2,49835,14.454449160838369,6.454449293925977,10,0.6454449293925977,13.913917939468895,5.913918073045381,10,0.5913918073045381,0.7631767595121081,-0.5405312213694735,286.6189584,-4.6701319
ztf_000436_zr_c01_q2_match_programid2,49848,14.012206304440154,6.01220628357208,12,0.5010171902976733,12.80412491399379,4.804124869669829,12,0.40034373913915244,0.5465985297928195,-1.2080813904463632,287.0731376,-4.6706035
ztf_000436_zr_c01_q2_match_programid2,49850,11.270048940363441,3.2700489379701465,10,0.32700489379701464,10.985299715438892,2.985299705307929,10,0.2985299705307929,0.8672962956216949,-0.2847492249245498,287.0534675,-4.6707522
ztf_000436_zr_c01_q2_match_programid2,49892,9.484681881619617,1.4846818791591423,10,0.14846818791591423,9.48060556071347,1.4806055577483377,10,0.14806055577483376,0.9979639151855415,-0.0040763209061474015,286.6541875,-4.6715134
ztf_000436_zr_c01_q2_match_programid2,49902,8.439143170892951,0.43914318079411013,7,0.0627347401134443,8.317123078077369,0.3171230835383086,7,0.0453032976483298,0.9408137879295624,-0.1220200928155819,286.6348638,-4.671872
ztf_000436_zr_c01_q2_match_programid2,49905,22.105557781037547,14.105557852030405,30,0.4701852617343468,19.96739193606971,11.967391995749004,30,0.39891306652496683,0.3433232271023866,-2.138165844967837,286.5979617,-4.6725524
ztf_000436_zr_c01_q2_match_programid2,49943,22.353157507641342,14.35315765732831,20,0.7176578828664155,21.51751337071449,13.517513504219385,20,0.6758756752109693,0.6584793822501239,-0.8356441369268524,286.6147095,-4.6727043
ztf_000436_zr_c01_q2_match_programid2,49944,18.80787413611171,10.807874116413608,17,0.6357573009655063,15.646805129159517,7.646805153122545,17,0.44981206783073796,0.20586503321658348,-3.161069006952193,286.6004484,-4.6727258
ztf_000436_zr_c01_q2_match_programid2,49963,23.615714304331018,15.615714606467858,24,0.6506547752694941,20.896910515323025,12.896910660191372,24,0.5373712775079739,0.25681433309166785,-2.7188037890079926,286.346621,-4.6727965
ztf_000436_zr_c01_q2_match_programid2,79056,47.22804119512268,39.22804158743578,54,0.7264452145821442,33.43770057088519,25.43770078144796,54,0.471068532989777,0.0010126644908107934,-13.790340624237487,286.8243977,-5.3313613
ztf_000436_zr_c01_q2_match_programid2,85740,76.19130123818334,68.19130150138716,54,1.2628018796553178,38.639966654465496,30.639966650482577,54,0.5674067898237515,7.011828755226918e-09,-37.551334583717846,286.7651924,-5.4791972
ztf_000436_zr_c01_q2_match_programid2,87092,13.628641556295515,5.6286415918681785,18,0.31270231065934323,13.132030510798835,5.1320305478387205,18,0.28511280821326224,0.7801215619807784,-0.4966110454966799,287.0389464,-4.6682147
ztf_000436_zr_c01_q2_match_programid2,87181,22.506398021951455,14.506398215344358,10,1.4506398215344358,15.106744259188979,7.1067443207928065,10,0.7106744320792806,0.02472780694359698,-7.399653762762476,286.6589911,-4.6707149
ztf_000436_zr_c01_q2_match_programid2,87254,19.90744941751621,11.90744950609683,24,0.49614372942070123,19.661875889163642,11.661875970157231,24,0.4859114987565513,0.8844522393562383,-0.24557352835256907,286.6182315,-4.6721735
ztf_000436_zr_c01_q2_match_programid2,104074,11.130448736117154,3.130448711381179,9,0.3478276345979088,11.12968641475545,3.129686389908557,9,0.3477429322120619,0.9996189119516521,-0.0007623213617033997,286.9231243,-5.105922
ztf_000436_zr_c01_q2_match_programid2,120396,54.036780455685324,46.03678029424995,33,1.3950539483106046,54.36696307321188,46.36696287307937,33,1.4050594810024053,1.179500812555098,0.3301826175265532,286.6064141,-4.6709086
ztf_000436_zr_c01_q2_match_programid2,120419,12.538014309173256,4.538014388076158,9,0.504223820897351,16.628255893935584,8.628256049510385,9,0.958695116612265,7.730092217763641,4.090241584762328,286.6139062,-4.6714538
ztf_000436_zr_c01_q2_match_programid2,120464,13.699754185666539,5.699754107834287,11,0.5181594643485715,14.087097066363818,6.087096990729835,11,0.5533724537027123,1.213697445429334,0.38734288069727896,286.6082858,-4.6730548
ztf_000436_zr_c01_q2_match_programid2,144544,92.89269698309455,84.89269740126015,51,1.664562694142356,45.149226903144594,37.149226952040095,51,0.7284162147458842,4.291777500723511e-11,-47.74347007994996,286.7655898,-5.4778587
ztf_000436_zr_c01_q2_match_programid2,145328,14.390661796503254,6.390661672587689,10,0.639066167258769,13.986573688041217,5.986573561157205,10,0.5986573561157205,0.817058932246404,-0.40408810846203735,286.4897909,-4.6730747
ztf_000436_zr_c01_q2_match_programid2,152859,28.137493492921724,20.1374933738486,56,0.35959809596158215,21.801334259748522,13.80133421796744,56,0.24645239674941857,0.04208433841772122,-6.336159233173202,286.6923954,-5.1507928
ztf_000436_zr_c01_q2_match_programid2,157755,37.55429091173475,29.554290587385772,54,0.5473016775441809,33.071539701272194,25.071539477571125,54,0.46428776810316896,0.10631216018271279,-4.48275121046256,286.3663223,-5.4403612
ztf_000436_zr_c01_q2_match_programid2,166518,25.95529407865574,17.955293952899552,20,0.8977646976449776,82.10894437351618,74.10894469436539,20,3.7054472347182696,1561745383645.818,56.15365029486044,286.4378021,-4.6719798
ztf_000436_zr_c01_q2_match_programid2,175959,26.627980367565836,18.627980305788903,37,0.5034589271834838,22.972505078743318,14.972504923955887,37,0.404662295242051,0.1607768911350906,-3.655475288822519,286.3024483,-4.9986351
ztf_000436_zr_c01_q2_match_programid2,4989,15.222628745617813,7.2226287811443735,24,0.30094286588101554,62.36278174493624,54.36278297502,24,2.2651159572924997,17232733104.486298,47.14015299931843,286.512931,-4.670384
ztf_000436_zr_c01_q2_match_programid2,15678,61.40151483173696,53.40151427618047,57,0.9368686715119381,48.9287731342282,40.928772682448574,57,0.7180486435517294,0.0019569446995109916,-12.47274169750876,287.1665,-4.8773264
ztf_000436_zr_c01_q2_match_programid2,28771,19.004378530578677,11.004378452892041,10,1.100437845289204,152.2988565077505,144.29885624913538,10,14.429885624913538,8.80092108496359e+28,133.29447797717182,286.6002274,-4.6037259
ztf_000436_zr_c01_q2_match_programid2,29191,13.201887627766775,5.20188762414444,10,0.520188762414444,12.977915756517856,4.977915765491927,10,0.4977915765491927,0.894056831762969,-0.22397187124891893,286.630527,-4.6036062
ztf_000436_zr_c01_q3_match_programid2,176,52.10837950328753,44.10837962358507,27,1.63364368976241,46.78350555758081,38.78350579871816,27,1.4364261406932652,0.0697779673640341,-5.32487394570672,286.8052395,-5.5142634
ztf_000436_zr_c01_q3_match_programid2,13793,291.95228868243936,283.952291315703,62,4.579875666382306,119.3584308356418,111.35843176406267,62,1.796103738130043,3.3244512083822753e-38,-172.59385784679756,286.3167429,-5.7474756
ztf_000436_zr_c01_q3_match_programid2,14207,35.76630478639849,27.766304639971366,26,1.0679347938450525,33.9683333669968,25.968333255468337,26,0.9987820482872437,0.4069822486094761,-1.7979714194016907,286.3128874,-5.7546504
ztf_000436_zr_c01_q4_match_programid2,22863,81.08681389592982,73.086813200112,60,1.2181135533352,89.82370909912683,81.82370773328384,60,1.3637284622213974,78.92101968803495,8.736895203197008,287.9419135,-5.8819797
ztf_000436_zr_c01_q4_match_programid2,36347,8.645754506440968,0.6457545010538218,10,0.06457545010538218,35.1200375274042,27.12003749898151,10,2.712003749898151,560812.279287351,26.474283020963234,287.6951956,-6.114481
ztf_000436_zr_c01_q4_match_programid2,58076,109.63743501707816,101.63743573414592,51,1.9928908967479593,83.9211022384963,75.92110247282605,51,1.4886490680946285,2.604769450686889e-06,-25.716332778581858,287.9094844,-5.7241474
ztf_000436_zr_c01_q4_match_programid2,76710,77.24017901082877,69.24017935804406,30,2.308005978601469,41.550845516728806,33.550845980748555,30,1.1183615326916185,1.7789334456860083e-08,-35.68933349409996,287.5285423,-6.1321794
ztf_000436_zr_c01_q4_match_programid2,78590,144.7017194679101,136.70171992901535,70,1.9528817132716478,83.19597676851764,75.19597673324044,70,1.074228239046292,4.407554287205606e-14,-61.50574269939246,287.412699,-6.1700184
ztf_000436_zr_c01_q4_match_programid2,95462,130.1789818142015,122.17898242909362,57,2.1434909198086602,127.39404492863011,119.39404553197592,57,2.0946323777539635,0.2484612347029019,-2.7849368855713976,287.9086758,-5.723842
ztf_000436_zr_c01_q4_match_programid2,101518,34.604108003233904,26.6041081058876,59,0.4509170865404678,24.507104723385755,16.507104752264773,59,0.27978143647906395,0.006418944133942847,-10.097003279848149,287.2200768,-5.8971452
ztf_000436_zr_c01_q4_match_programid2,105005,242.0672983874607,234.06730087005548,104,2.250647123750533,194.3610979629323,186.36110015388175,104,1.791933655325786,4.372503859868375e-11,-47.70620042452842,287.2378904,-5.9974733
ztf_000436_zr_c01_q4_match_programid2,110186,62.630106369725695,54.63010635136902,59,0.9259340059554072,34.05377796579878,26.053777902210605,59,0.44158945596967125,6.233459333975291e-07,-28.576328403926915,287.2361259,-6.1499536
ztf_000436_zr_c01_q4_match_programid2,121355,73.4669972510332,65.46699782145903,41,1.59675604442583,61.67729600175293,53.677296153011255,41,1.3092023451953965,0.0027535876304899697,-11.789701249280277,287.9137844,-5.7044322
ztf_000436_zr_c01_q4_match_programid2,128821,5552.613950233009,5544.614011704356,46,120.53508721096426,324.8067807184347,316.8067851870669,46,6.887104025805803,0.0,-5227.8071695145745,287.8655567,-6.0358214
ztf_000436_zr_c01_q4_match_programid2,131717,355.322962523066,347.32296367849483,91,3.816735864598844,182.1516477931495,174.15164769243594,91,1.913754370246549,2.4907308184909275e-38,-173.1713147299165,287.4100209,-6.1703541
ztf_000436_zr_c01_q4_match_programid2,132107,53.89424500636086,45.89424531353201,73,0.6286882919661919,50.523470770716024,42.523471064631806,73,0.5825133022552302,0.1853726570048701,-3.370774235644838,287.9497109,-6.1882528
ztf_000436_zr_c01_q4_match_programid2,137570,71.73382719200634,63.73382821209922,17,3.7490487183587775,86.25271717361916,78.25271855370862,17,4.603101091394625,1421.4673907594088,14.518889981612816,287.2971189,-5.6702214
ztf_000436_zr_c01_q4_match_programid2,141260,33.02935632369248,25.02935668816798,28,0.8939055960059993,22.984052569699138,14.984052656284774,28,0.5351447377244563,0.006587035519353114,-10.045303753993345,287.9631998,-5.9667082
ztf_000436_zr_c01_q4_match_programid2,142303,80.16112092215283,72.16112026233571,25,2.8864448104934284,49.72703805921047,41.727037845840336,25,1.6690815138336135,2.4621974399430674e-07,-30.43408286294236,287.631844,-6.0569081
ztf_000436_zr_c01_q4_match_programid2,143652,55.58514348275428,47.5851431840586,23,2.068919268872113,49.20834497340728,41.20834524020719,23,1.7916671843568341,0.04123782939631846,-6.3767985093470045,287.4020877,-6.1686508
ztf_000436_zr_c01_q4_match_programid2,148980,259.4650368641195,251.46503956154703,57,4.411667360728895,209.40554458662004,201.40554640024683,57,3.5334306386008216,1.3480914941492953e-11,-50.05949227749946,287.940537,-5.9546353
ztf_000436_zr_c01_q4_match_programid2,149392,108.53389201905888,100.53389120159032,56,1.7952480571712557,110.00328647395375,102.00328615636111,56,1.8214872527921628,2.0848506613785176,1.4693944548948679,287.8429365,-6.0152897
ztf_000436_zr_c01_q4_match_programid2,159977,260.9222307033907,252.92223118275564,60,4.215370519712594,229.50541392412504,221.50541448276863,60,3.691756908046144,1.5063466185958353e-07,-31.416816779265673,287.9064275,-6.2528585
ztf_000436_zr_c01_q4_match_programid2,20873,164.37102747507473,156.371026456906,106,1.4751983628010001,129.122647219662,121.12264664661653,106,1.1426664777982691,2.21774433992655e-08,-35.24838025541271,288.0355746,-6.3506154
ztf_000436_zr_c01_q4_match_programid2,41663,94.64626641401296,86.64626748181516,25,3.465850699272606,81.55588630214925,73.5558873429546,25,2.9422354937181843,0.0014370109441667032,-13.090380111863709,287.5242725,-6.3791835
ztf_000436_zr_c02_q1_match_programid2,1872,14.940920330071602,6.940920317651897,8,0.8676150397064871,14.341738538502712,6.341738546307522,8,0.7927173182884403,0.7411213545412006,-0.5991817915688902,286.0080858,-4.675912
ztf_000436_zr_c02_q1_match_programid2,20474,30.076399956968913,22.07639984302741,28,0.7884428515366932,32.86877403567826,24.86877385129202,28,0.8881704946890007,4.0397670901357134,2.7923740787093436,286.1026488,-4.9699084
ztf_000436_zr_c02_q1_match_programid2,23943,41.74501234144339,33.745012432154766,102,0.3308334552172036,28.634114583336803,20.63411469152162,102,0.2022952420737414,0.0014223442631409208,-13.110897758106589,285.6479312,-5.0261041
ztf_000436_zr_c02_q1_match_programid2,23947,50.98220735950301,42.982207379713444,66,0.6512455663592946,26.381738052754404,18.38173810118482,66,0.27851118335128516,4.5506765061907565e-06,-24.600469306748604,285.643489,-5.0262117
ztf_000436_zr_c02_q1_match_programid2,24049,148.8636507598786,140.86364955710167,40,3.5215912389275417,35.713239154215906,27.713239139742278,40,0.6928309784935569,2.689678102673631e-25,-113.1504116056627,286.0619715,-5.0273849
ztf_000436_zr_c02_q1_match_programid2,24585,50.04264061086536,42.042640400138005,89,0.47238921797907873,78.57074320711115,70.57074291144947,89,0.7929296956342637,1566025.2794999906,28.528102596245787,285.7759003,-5.036144
ztf_000436_zr_c02_q1_match_programid2,28803,124.78061751245826,116.78061626265713,58,2.0134589010802952,30.17778154034225,22.17778142570894,58,0.38237554182256794,2.8658613961714972e-21,-94.60283597211601,285.9724835,-5.1055842
ztf_000436_zr_c02_q1_match_programid2,34183,57.8711125028982,49.87111249593299,28,1.7811111605690353,27.170612464231656,19.17061272412111,28,0.6846647401471825,2.155118330138031e-07,-30.700500038666544,285.4785026,-5.1955504
ztf_000436_zr_c02_q1_match_programid2,34251,31.428310150323096,23.428310435846857,23,1.018622192862907,15.51548439898431,7.5154844875721585,23,0.32676019511183296,0.0003504078221480261,-15.912825751338787,285.4780382,-5.1966513
ztf_000436_zr_c02_q1_match_programid2,36400,40.65460409699395,32.65460402893671,59,0.5534678648972323,34.32442794599896,26.324427856485748,59,0.4461767433302669,0.04221042394629386,-6.330176150994987,285.501811,-5.2314694
ztf_000436_zr_c02_q1_match_programid2,41923,23.6835979194447,15.6835978937739,24,0.6534832455739125,16.84475063201137,8.84475060961781,24,0.3685312754007421,0.032731294390799776,-6.838847287433332,285.3627634,-5.322338
ztf_000436_zr_c02_q1_match_programid2,53095,35.562742190234815,27.562742320408024,8,3.445342790051003,37.98807481064659,29.98807497200902,8,3.7485093715011275,3.3624380138183865,2.4253326204117727,286.0003561,-4.6744928
ztf_000436_zr_c02_q1_match_programid2,53099,40.80982411974876,32.809823803859636,20,1.6404911901929817,41.02672396081388,33.02672367783582,20,1.6513361838917908,1.1145490911157814,0.21689984106512128,286.0034764,-4.6745582
ztf_000436_zr_c02_q1_match_programid2,53116,23.358696699861003,15.358696800449506,13,1.1814382154191927,41.81166160205277,33.811661455145064,13,2.6008970350111587,10162.73066331736,18.45296490219177,286.1318021,-4.6747025
ztf_000436_zr_c02_q1_match_programid2,53117,18.70441078916921,10.704410917430282,10,1.0704410917430283,33.941166976518225,25.941167395423875,10,2.5941167395423874,2035.258452859415,15.236756187349016,286.1459397,-4.6748028
ztf_000436_zr_c02_q1_match_programid2,53156,9.908754747451022,1.9087547325562244,13,0.14682728711970958,10.078339716279107,2.078339708048356,13,0.15987228523448893,1.0884911643782975,0.16958496882808483,285.5889097,-4.6770777
ztf_000436_zr_c02_q1_match_programid2,53161,48.922832937349796,40.922832794492045,13,3.1479102149609264,34.36063551352605,26.360635441951022,13,2.0277411878423863,0.0006884287631334995,-14.562197423823747,286.0031376,-4.6760533
ztf_000436_zr_c02_q1_match_programid2,58160,26.391910295419535,18.391910282781783,50,0.3678382056556357,19.0835636079077,11.083563568346465,50,0.2216712713669293,0.025882884890340296,-7.308346687511836,285.5300208,-4.7746968
ztf_000436_zr_c02_q1_match_programid2,58403,141.5593623922562,133.55936255529056,43,3.106031687332339,61.124500391047775,53.124500328525194,43,1.2354534960122139,3.4181541162928637e-18,-80.43486200120842,285.524263,-4.7793088
ztf_000436_zr_c02_q1_match_programid2,70137,28.354389949677028,20.354390003942978,14,1.4538850002816412,21.358739594365282,13.358739637819404,14,0.9541956884156717,0.030263128832899673,-6.995650355311746,286.1417379,-5.0051338
ztf_000436_zr_c02_q1_match_programid2,71215,64.30774742668756,56.30774729450067,71,0.7930668633028264,41.288383013755926,33.28838302884508,71,0.4688504651950012,1.0032485235577144e-05,-23.01936441293163,285.6490696,-5.0262868
ztf_000436_zr_c02_q1_match_programid2,78559,126.91356461432052,118.9135663523317,74,1.6069400858423202,33.29108849491695,25.291088551294834,74,0.34177146690938964,4.6788338109030995e-21,-93.62247611940357,286.1390118,-5.1668452
ztf_000436_zr_c02_q1_match_programid2,78683,254.5192698558034,246.5192709460154,104,2.370377605250148,214.42933149873585,206.4293312072289,104,1.9848974154541241,1.9705184060529788e-09,-40.08993835706755,286.1388082,-5.1699189
ztf_000436_zr_c02_q1_match_programid2,83597,103.25164738296374,95.25164642523356,21,4.535792686915884,58.15280457087212,50.15280487117366,21,2.3882288033892216,1.6103145360067265e-10,-45.09884281209162,286.0434451,-5.2645445
ztf_000436_zr_c02_q1_match_programid2,95821,37.19755325175821,29.19755297122764,18,1.6220862761793133,34.618610957740245,26.61861069869023,18,1.4788117054827905,0.2754163993681376,-2.5789422940179634,286.0045291,-4.6752788
ztf_000436_zr_c02_q1_match_programid2,95874,30.012971550275168,22.01297128621502,12,1.8344142738512517,71.03566060343991,63.03566079788301,12,5.252971733156918,809028357.2086991,41.02268905316474,285.6594047,-4.6775964
ztf_000436_zr_c02_q1_match_programid2,115241,34.158923549310614,26.15892335724699,74,0.3534989642871215,27.66201524765783,19.662015139617978,74,0.26570290729213486,0.03883419326112387,-6.496908301652784,285.9786372,-5.1010338
ztf_000436_zr_c02_q1_match_programid2,115396,269.90029235035445,261.9002907751864,77,3.4013024775998235,59.167169333409696,51.167169270231305,77,0.6645086918211858,1.7373357632723522e-46,-210.73312301694475,285.9742233,-5.1041856
ztf_000436_zr_c02_q1_match_programid2,118646,162.25090983153535,154.25090977187466,77,2.0032585684659048,53.74512783680142,45.74512777493593,77,0.5940925685056614,2.7432716322612325e-24,-108.50578199473392,286.1382051,-5.1742083
ztf_000436_zr_c02_q1_match_programid2,119026,52.00400599174151,44.00400561243134,20,2.200200280621567,28.190648313277553,20.19064809305734,20,1.009532404652867,6.745203898176345e-06,-23.813357678463955,286.1376845,-5.182193
ztf_000436_zr_c02_q1_match_programid2,119238,33.688171357481686,25.688171109142253,41,0.6265407587595672,28.073019897012802,20.073019646098643,41,0.4895858450267962,0.060351122593111504,-5.6151514604688835,285.4883048,-5.1862049
ztf_000436_zr_c02_q1_match_programid2,125417,20.520442531198043,12.520442619967412,18,0.6955801455537451,12.781037265546013,4.781037286446429,18,0.26561318258035715,0.02086457294190003,-7.73940526565203,285.3620736,-5.3236634
ztf_000436_zr_c02_q1_match_programid2,130485,45.767505818549864,37.76750606362045,55,0.6866819284294627,25.940299537753802,17.940299465807446,55,0.3261872630146808,4.9496770130962984e-05,-19.827206280796062,285.963638,-5.4376284
ztf_000436_zr_c02_q1_match_programid2,142944,28.63354036638121,20.633540253280568,26,0.7935977020492526,31.570603775927932,23.570603695170256,26,0.9065616805834714,4.342853865810025,2.9370634095467203,285.6241968,-4.9839242
ztf_000436_zr_c02_q1_match_programid2,144281,93.42257633280927,85.42257692848779,75,1.138967692379837,50.40023476495387,42.400235179884035,75,0.5653364690651205,4.5479662090516106e-10,-43.0223415678554,285.644522,-5.0263143
ztf_000436_zr_c02_q1_match_programid2,146654,203.50832323558646,195.5083211941524,94,2.0798757573846,86.91761186925343,78.91761139861143,94,0.8395490574320364,4.81558115466755e-26,-116.59071136633303,285.9793173,-5.0999572
ztf_000436_zr_c02_q1_match_programid2,147208,49.43061285861668,41.430613006788555,44,0.9416048410633763,29.26064693206054,21.26064699412391,44,0.4831965225937252,4.170110364186065e-05,-20.169965926556145,285.3317313,-5.1175966
ztf_000436_zr_c02_q1_match_programid2,148989,438.2869336276727,430.2869295150688,94,4.577520526756051,101.32505234349662,93.32505280487943,94,0.9928197106902067,6.75549494387139e-74,-336.96188128417606,286.1382849,-5.1711216
ztf_000436_zr_c02_q1_match_programid2,149601,72.19169859284094,64.19169916968134,63,1.0189158598362118,42.22829684986052,34.22829720198791,63,0.5433063047934589,3.115515971545675e-07,-29.963401742980416,285.4830518,-5.1912655
ztf_000436_zr_c02_q1_match_programid2,159122,19.214236473966707,11.214236502126752,33,0.3398253485492955,24.04170336224931,16.04170354142106,33,0.4861122285279109,11.175606859672854,4.827466888282604,285.7873861,-4.6781344
ztf_000436_zr_c02_q1_match_programid2,168189,31.802874729826154,23.802874558241285,38,0.6263914357431917,22.849702513524807,14.849702570403858,38,0.3907816465895752,0.011372170320205145,-8.953172216301347,285.4821942,-5.1922182
ztf_000436_zr_c02_q1_match_programid2,172684,33.83416906699621,25.834169363937505,24,1.0764237234973961,24.00657883796829,16.00657904585641,24,0.6669407935773504,0.007344561919381788,-9.82759022902792,285.7528184,-5.4451178
ztf_000436_zr_c02_q1_match_programid2,173681,9.390602132726073,1.3906021121586278,6,0.23176701869310465,14.915912900245521,6.915912693460692,6,1.152652115576782,15.841853346811599,5.525310767519448,285.8606995,-4.6769018
ztf_000436_zr_c02_q1_match_programid2,176705,75.36101366917757,67.36101461387561,19,3.545316558625032,21.370792646856152,13.370792728348679,19,0.7037259330709831,1.888741255415664e-12,-53.990221022321414,286.1422849,-5.0030535
ztf_000436_zr_c02_q1_match_programid2,178435,92.79711643748877,84.79711631262369,89,0.9527765877822886,33.61794005068222,25.61794015480573,89,0.28784202421130034,1.4106040480432494e-13,-59.179176386806546,286.1386998,-5.172486
ztf_000436_zr_c02_q1_match_programid2,182130,61.83054375985862,53.8305440313661,58,0.9281128281270018,30.62581319680004,22.62581328852384,58,0.39010022911248,1.6748613226956297e-07,-31.204730563058583,285.5276837,-4.7763696
ztf_000436_zr_c02_q1_match_programid2,184473,132.58166154902324,124.58165990680486,14,8.898689993343204,36.91220545539666,28.9122050106196,14,2.0651575007585428,1.6812858811053427e-21,-95.66945609362658,286.1377466,-5.1811173
